2.923840415097633842e+06 2.556232336918642744e+06 1.483850737304735463e+06 0.000000000000000000e+00
2.923052212369877845e+06 2.556648102090022992e+06 1.484471305593258236e+06 2.000000000000000000e+00
2.922889802591475658e+06 2.556779663421045523e+06 1.482219078155002324e+06 4.000000000000000000e+00
2.921906358062637970e+06 2.554329037570741028e+06 1.485105547027404886e+06 6.000000000000000000e+00
2.922933432241493370e+06 2.558245514315055683e+06 1.481057325613251189e+06 8.000000000000000000e+00
2.922303673112118617e+06 2.555515320922574960e+06 1.482684810012414819e+06 1.000000000000000000e+01
2.920486321852988563e+06 2.559784125298761763e+06 1.481604412567233201e+06 1.200000000000000000e+01
2.921986339856836013e+06 2.558936594000641722e+06 1.482545812569354428e+06 1.400000000000000000e+01
2.921883048287551384e+06 2.558610253512554802e+06 1.481823031460905913e+06 1.600000000000000000e+01
2.921223432457586285e+06 2.554113507367272861e+06 1.482658479575619334e+06 1.800000000000000000e+01
2.921656586524897255e+06 2.557290245169771370e+06 1.483038955999808619e+06 2.000000000000000000e+01
2.921530054818158038e+06 2.555852502468231134e+06 1.483181014316424029e+06 2.200000000000000000e+01
2.921807531278356444e+06 2.555544302390258294e+06 1.483995198716265615e+06 2.400000000000000000e+01
2.923725746162197087e+06 2.556454329334743321e+06 1.481853987959250575e+06 2.600000000000000000e+01
2.922883392915791832e+06 2.556010980391222052e+06 1.482999745729004266e+06 2.800000000000000000e+01
2.920990074510463513e+06 2.555455228585906327e+06 1.484143086659257067e+06 3.000000000000000000e+01
2.923139569776169956e+06 2.559124083560990635e+06 1.483947456036863616e+06 3.200000000000000000e+01
2.921683856547868811e+06 2.558345243272406515e+06 1.481939794581240043e+06 3.400000000000000000e+01
2.922358368900518399e+06 2.555247017281088047e+06 1.481280015456009191e+06 3.600000000000000000e+01
2.923205862715058960e+06 2.556192890628454275e+06 1.482700507476780564e+06 3.800000000000000000e+01
2.921794297995386180e+06 2.556532799228504766e+06 1.482297258915079758e+06 4.000000000000000000e+01
2.921036182506303769e+06 2.557260411661013961e+06 1.483110793662693817e+06 4.200000000000000000e+01
2.920943086987052113e+06 2.555655806025302038e+06 1.482678428684450453e+06 4.400000000000000000e+01
2.921589224374455865e+06 2.557468616093856748e+06 1.482217678823979804e+06 4.600000000000000000e+01
2.920892262621995527e+06 2.559151200707806740e+06 1.481858749199025566e+06 4.800000000000000000e+01
2.923951781001378782e+06 2.555147831803410314e+06 1.480160216077122604e+06 5.000000000000000000e+01
2.921818215763392393e+06 2.554535462482708506e+06 1.483778451625155052e+06 5.200000000000000000e+01
2.922927347981185187e+06 2.557704074955107179e+06 1.482835568453036016e+06 5.400000000000000000e+01
2.921440257476098370e+06 2.557573689939436968e+06 1.481651956146755023e+06 5.600000000000000000e+01
2.921574962047784124e+06 2.556970563250456471e+06 1.484237765588501003e+06 5.800000000000000000e+01
2.922390698993629310e+06 2.556830054554131813e+06 1.481486254965660861e+06 6.000000000000000000e+01
2.920410888319040183e+06 2.555879949563513510e+06 1.482072635989958886e+06 6.200000000000000000e+01
2.923467871410546824e+06 2.556480710366260726e+06 1.480082656712777913e+06 6.400000000000000000e+01
2.919807803941274062e+06 2.560613590250507928e+06 1.482976623195319902e+06 6.600000000000000000e+01
2.919771219262043480e+06 2.556823729264738970e+06 1.481529328222142067e+06 6.800000000000000000e+01
2.922317569935982116e+06 2.557164943238859996e+06 1.483387099346320145e+06 7.000000000000000000e+01
2.921254446711329278e+06 2.553681532029041089e+06 1.483443089206974721e+06 7.200000000000000000e+01
2.921489572422643658e+06 2.558649493044270668e+06 1.483073347494581481e+06 7.400000000000000000e+01
2.924082333194425795e+06 2.556549102272747084e+06 1.482507646734694252e+06 7.600000000000000000e+01
2.925738300484252628e+06 2.556192251165727619e+06 1.482990630573492963e+06 7.800000000000000000e+01
2.922667448926031590e+06 2.555044697527882643e+06 1.482877888524171896e+06 8.000000000000000000e+01
2.923372820478760172e+06 2.556507582501471043e+06 1.483079730450769188e+06 8.200000000000000000e+01
2.919798120930573437e+06 2.555557560061485041e+06 1.480446197039326886e+06 8.400000000000000000e+01
2.923889977610054892e+06 2.556231127925354987e+06 1.481869992896463955e+06 8.600000000000000000e+01
2.923240113478592597e+06 2.557497113266057801e+06 1.480529503167222254e+06 8.800000000000000000e+01
2.920777603344525676e+06 2.558392912792326882e+06 1.483525107794899028e+06 9.000000000000000000e+01
2.921369760841787327e+06 2.557700978976512328e+06 1.480057788878869032e+06 9.200000000000000000e+01
2.923665955358372070e+06 2.556695155340977013e+06 1.484169558327908162e+06 9.400000000000000000e+01
2.921139454671211541e+06 2.555764895774429664e+06 1.482863458139701048e+06 9.600000000000000000e+01
2.923230729800331872e+06 2.557856107417582069e+06 1.482113631852636347e+06 9.800000000000000000e+01
2.919274784188799094e+06 2.558024826736353338e+06 1.485291825767088681e+06 1.000000000000000000e+02
2.923215157177269459e+06 2.560928131405139342e+06 1.483000668117262423e+06 1.020000000000000000e+02
2.922939317096426152e+06 2.558450916323984042e+06 1.482116785810922040e+06 1.040000000000000000e+02
2.921448047450072132e+06 2.554871342264784966e+06 1.485200622025706340e+06 1.060000000000000000e+02
2.921777106933848467e+06 2.555945432490805630e+06 1.480404750488176243e+06 1.080000000000000000e+02
2.921361275158272125e+06 2.556663370510480367e+06 1.482784875739870593e+06 1.100000000000000000e+02
2.924663855920383707e+06 2.556841925359962508e+06 1.481318214212591527e+06 1.120000000000000000e+02
2.921867181390947662e+06 2.556180026366912760e+06 1.482383112306731055e+06 1.140000000000000000e+02
2.923971107952982187e+06 2.557817218701251782e+06 1.482619638122789329e+06 1.160000000000000000e+02
2.923214639570648782e+06 2.556939978252404835e+06 1.481694587534425315e+06 1.180000000000000000e+02
2.921815025463046040e+06 2.556013344224535860e+06 1.480824231084964471e+06 1.200000000000000000e+02
2.927128014365552925e+06 2.559651715728323907e+06 1.483827961054452695e+06 1.220000000000000000e+02
2.923221692215580959e+06 2.556015378873975016e+06 1.484809902869569138e+06 1.240000000000000000e+02
2.923901161478366237e+06 2.556431205225475132e+06 1.481328778798996704e+06 1.260000000000000000e+02
2.921390251477476209e+06 2.555246761640752666e+06 1.482176561771031469e+06 1.280000000000000000e+02
2.923135496843704954e+06 2.558132289644027594e+06 1.481424686514730565e+06 1.300000000000000000e+02
2.922308302681015339e+06 2.556900987778278068e+06 1.481941021252176492e+06 1.320000000000000000e+02
2.923744086140297819e+06 2.559035174971013330e+06 1.483405755953752901e+06 1.340000000000000000e+02
2.921029996128746774e+06 2.555433645928722341e+06 1.484919684732585680e+06 1.360000000000000000e+02
2.922243097843169235e+06 2.555686858743214980e+06 1.480476794099815190e+06 1.380000000000000000e+02
2.919353099262264092e+06 2.557187524870787747e+06 1.482258845658635721e+06 1.400000000000000000e+02
2.922257084044944961e+06 2.559055816228268668e+06 1.484661274905294646e+06 1.420000000000000000e+02
2.922336740676735993e+06 2.558731851319002919e+06 1.483221428217043402e+06 1.440000000000000000e+02
2.921283754441863392e+06 2.554535211095843930e+06 1.482222017997969640e+06 1.460000000000000000e+02
2.923407026894146111e+06 2.558142893066180870e+06 1.486447510702577652e+06 1.480000000000000000e+02
2.921468487384602427e+06 2.557152338317529298e+06 1.482016689449469559e+06 1.500000000000000000e+02
2.921755945471201558e+06 2.555492056372702122e+06 1.483935738276699558e+06 1.520000000000000000e+02
2.922896494976705406e+06 2.554188428071522620e+06 1.482932263863300439e+06 1.540000000000000000e+02
2.922207802324162796e+06 2.556949226726443507e+06 1.481521381115957396e+06 1.560000000000000000e+02
2.922278720825060736e+06 2.557151106662110426e+06 1.483497231981511461e+06 1.580000000000000000e+02
2.923448904866722878e+06 2.558089846810457762e+06 1.480740190318337642e+06 1.600000000000000000e+02
2.923256375958942808e+06 2.557651506348466035e+06 1.483053224465890322e+06 1.620000000000000000e+02
2.922124830665525515e+06 2.557221577339703217e+06 1.483112069725413341e+06 1.640000000000000000e+02
2.922397981556216255e+06 2.557433017945219297e+06 1.482824906920091249e+06 1.660000000000000000e+02
2.921404624194454402e+06 2.557149561399575323e+06 1.481424765963231912e+06 1.680000000000000000e+02
2.922781615226583555e+06 2.557772408436803147e+06 1.484592826535684755e+06 1.700000000000000000e+02
2.918731325609644875e+06 2.555494568848867435e+06 1.481621935212591430e+06 1.720000000000000000e+02
2.920279359528296161e+06 2.556799017133897636e+06 1.483523330676602433e+06 1.740000000000000000e+02
2.921462860596226528e+06 2.557051620423391927e+06 1.481270185012292583e+06 1.760000000000000000e+02
2.922122623602799606e+06 2.556551162315862253e+06 1.481662334039530950e+06 1.780000000000000000e+02
2.921921367428811733e+06 2.557911835786251817e+06 1.480782662636892637e+06 1.800000000000000000e+02
2.922696188169081230e+06 2.557784718884108588e+06 1.483013868551737396e+06 1.820000000000000000e+02
2.923381439292931929e+06 2.555695414164054208e+06 1.485681123478303198e+06 1.840000000000000000e+02
2.920378411564467475e+06 2.556440584039865527e+06 1.484434530279156053e+06 1.860000000000000000e+02
2.924509999396319035e+06 2.558260408959761262e+06 1.482561192566803657e+06 1.880000000000000000e+02
2.920836769382125698e+06 2.556398333949395455e+06 1.484702813597643049e+06 1.900000000000000000e+02
2.922374193473909516e+06 2.554822941284928471e+06 1.484677198386810487e+06 1.920000000000000000e+02
2.922615992027229629e+06 2.555659945519601461e+06 1.482449397160995286e+06 1.940000000000000000e+02
2.921620822050813120e+06 2.557009268173831049e+06 1.479385801337161101e+06 1.960000000000000000e+02
2.925403784230304882e+06 2.558607110087443143e+06 1.483865814276264049e+06 1.980000000000000000e+02
2.923779101206518710e+06 2.553947492491981946e+06 1.479729994688502746e+06 2.000000000000000000e+02
2.924661636127918493e+06 2.557531822811296210e+06 1.478824568969949847e+06 2.020000000000000000e+02
2.921755192004965153e+06 2.557457173338355031e+06 1.481586740058291238e+06 2.040000000000000000e+02
2.922738296321128495e+06 2.554765983868551441e+06 1.482126330006978242e+06 2.060000000000000000e+02
2.922859680966644082e+06 2.557569474685681984e+06 1.483369259687907761e+06 2.080000000000000000e+02
2.923220174230223522e+06 2.556645436344288290e+06 1.483487915285849012e+06 2.100000000000000000e+02
2.921015338171420619e+06 2.558248066055330914e+06 1.485279643123739865e+06 2.120000000000000000e+02
2.922868844135543797e+06 2.557111148559726309e+06 1.483238063339840155e+06 2.140000000000000000e+02
2.920365338401667308e+06 2.558953147239125334e+06 1.481447040690312162e+06 2.160000000000000000e+02
2.920737237538612913e+06 2.556573330370616633e+06 1.481185374242402148e+06 2.180000000000000000e+02
2.921986749702078290e+06 2.556800584101756103e+06 1.483527179769758834e+06 2.200000000000000000e+02
2.920164464189213701e+06 2.556370320159070659e+06 1.482501673142163316e+06 2.220000000000000000e+02
2.923862342612882145e+06 2.557052377178198192e+06 1.483717841573598562e+06 2.240000000000000000e+02
2.922873785180200823e+06 2.556681365142787341e+06 1.483674123955673072e+06 2.260000000000000000e+02
2.919612937449172605e+06 2.558067253479912877e+06 1.479653492898761295e+06 2.280000000000000000e+02
2.924051395756264217e+06 2.556105585701622535e+06 1.483742125047428068e+06 2.300000000000000000e+02
2.924351160555668641e+06 2.557135543660559691e+06 1.484214052301777527e+06 2.320000000000000000e+02
